Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Transaction_Time,Location,Fraudulent
T00910,U0934,33.52,POS,2025-02-07 21:00:00,Urban,0
T00911,U0117,25.7,Mobile,2025-02-07 22:00:00,Suburban,0
T00912,U0134,8.34,Online,2025-02-07 23:00:00,Suburban,0
T00913,U0058,42.5,Online,2025-02-08 00:00:00,Urban,1
T00914,U0556,16.22,Mobile,2025-02-08 01:00:00,Suburban,0
T00915,U0685,127.11,Mobile,2025-02-08 02:00:00,Urban,0
T00916,U0672,43.76,POS,2025-02-08 03:00:00,Suburban,0
T00917,U0173,44.93,POS,2025-02-08 04:00:00,Rural,0
T00918,U0829,21.92,Online,2025-02-08 05:00:00,Urban,0
T00919,U0815,2.67,POS,2025-02-08 06:00:00,Suburban,0
T00920,U0149,1.61,Online,2025-02-08 07:00:00,Urban,0
T00921,U0080,27.52,Online,2025-02-08 08:00:00,Urban,0
T00922,U0886,4.42,ATM,2025-02-08 09:00:00,Suburban,0
T00923,U0213,46.68,Online,2025-02-08 10:00:00,Urban,0
T00924,U0203,106.42,Online,2025-02-08 11:00:00,Urban,0
T00925,U0764,107.24,Mobile,2025-02-08 12:00:00,Urban,0
T00926,U0229,53.8,Online,2025-02-08 13:00:00,Suburban,0
T00927,U0676,11.86,Mobile,2025-02-08 14:00:00,Urban,0
T00928,U0227,99.39,Online,2025-02-08 15:00:00,Rural,1
T00929,U0659,108.62,POS,2025-02-08 16:00:00,Urban,0
T00930,U0532,10.95,Online,2025-02-08 17:00:00,Urban,0
T00931,U0441,66.86,Online,2025-02-08 18:00:00,Suburban,0
T00932,U0402,16.88,Online,2025-02-08 19:00:00,Urban,0
T00933,U0047,81.14,Online,2025-02-08 20:00:00,Suburban,0
T00934,U0233,294.59,Online,2025-02-08 21:00:00,Urban,0
T00935,U0305,1.52,Mobile,2025-02-08 22:00:00,Urban,0
T00936,U0526,113.83,Online,2025-02-08 23:00:00,Urban,0
T00937,U0143,48.73,POS,2025-02-09 00:00:00,Rural,0
T00938,U0415,181.31,Online,2025-02-09 01:00:00,Urban,0
T00939,U0513,31.28,POS,2025-02-09 02:00:00,Suburban,0
T00940,U0373,93.99,Mobile,2025-02-09 03:00:00,Urban,0
T00941,U0566,3.22,Online,2025-02-09 04:00:00,Urban,0
T00942,U0886,20.42,Online,2025-02-09 05:00:00,Urban,0
T00943,U0259,3.47,POS,2025-02-09 06:00:00,Rural,0
T00944,U0656,185.13,POS,2025-02-09 07:00:00,Suburban,0
T00945,U0471,84.91,POS,2025-02-09 08:00:00,Suburban,0
T00946,U0953,95.71,Online,2025-02-09 09:00:00,Urban,0
T00947,U0971,139.0,Online,2025-02-09 10:00:00,Urban,0
T00948,U0012,4.45,Mobile,2025-02-09 11:00:00,Urban,0
T00949,U0330,24.36,Mobile,2025-02-09 12:00:00,Rural,0
T00950,U0736,3.68,Online,2025-02-09 13:00:00,Urban,0
T00951,U0784,11.84,ATM,2025-02-09 14:00:00,Urban,0
T00952,U0968,13.03,Online,2025-02-09 15:00:00,Urban,0
T00953,U0358,31.66,Online,2025-02-09 16:00:00,Urban,0
T00954,U0972,15.64,Online,2025-02-09 17:00:00,Urban,0
T00955,U0408,5.32,Online,2025-02-09 18:00:00,Suburban,0
T00956,U0668,9.17,POS,2025-02-09 19:00:00,Urban,0
T00957,U0373,7.97,Online,2025-02-09 20:00:00,Suburban,0
T00958,U0008,180.74,Online,2025-02-09 21:00:00,Suburban,0
T00959,U0122,71.21,POS,2025-02-09 22:00:00,Urban,0
T00960,U0348,171.73,POS,2025-02-09 23:00:00,Urban,0
T00961,U0676,28.97,POS,2025-02-10 00:00:00,Urban,0
T00962,U0090,16.31,Mobile,2025-02-10 01:00:00,Rural,0
T00963,U0648,80.05,Online,2025-02-10 02:00:00,Urban,0
T00964,U0698,19.75,POS,2025-02-10 03:00:00,Urban,0
T00965,U0316,17.79,POS,2025-02-10 04:00:00,Urban,0
T00966,U0178,13.23,POS,2025-02-10 05:00:00,Urban,0
T00967,U0540,6.94,Online,2025-02-10 06:00:00,Urban,0
T00968,U0732,14.82,Online,2025-02-10 07:00:00,Urban,0
T00969,U0869,21.95,ATM,2025-02-10 08:00:00,Suburban,0
T00970,U0041,56.04,Online,2025-02-10 09:00:00,Suburban,0
T00971,U0740,3.23,ATM,2025-02-10 10:00:00,Urban,0
T00972,U0704,11.82,POS,2025-02-10 11:00:00,Urban,0
T00973,U0923,82.78,POS,2025-02-10 12:00:00,Suburban,0
T00974,U0502,7.95,ATM,2025-02-10 13:00:00,Urban,0
T00975,U0959,20.98,POS,2025-02-10 14:00:00,Suburban,0
T00976,U0145,100.0,Online,2025-02-10 15:00:00,Urban,0
T00977,U0201,8.42,POS,2025-02-10 16:00:00,Suburban,0
T00978,U0929,4.32,ATM,2025-02-10 17:00:00,Urban,0
T00979,U0724,33.13,Online,2025-02-10 18:00:00,Urban,0
T00980,U0461,18.01,Online,2025-02-10 19:00:00,Suburban,0
T00981,U0732,41.44,Online,2025-02-10 20:00:00,Urban,0
T00982,U0752,81.43,Mobile,2025-02-10 21:00:00,Urban,0
T00983,U0925,7.38,Online,2025-02-10 22:00:00,Urban,0
T00984,U0909,43.46,POS,2025-02-10 23:00:00,Suburban,0
T00985,U0558,35.21,Online,2025-02-11 00:00:00,Urban,0
T00986,U0547,7.78,Online,2025-02-11 01:00:00,Suburban,0
T00987,U0253,48.91,POS,2025-02-11 02:00:00,Urban,1
T00988,U0390,15.99,Online,2025-02-11 03:00:00,Urban,0
T00989,U0594,33.46,POS,2025-02-11 04:00:00,Suburban,0
T00990,U0883,4.29,POS,2025-02-11 05:00:00,Urban,0
T00991,U0256,30.77,ATM,2025-02-11 06:00:00,Urban,0
T00992,U0709,18.3,Online,2025-02-11 07:00:00,Urban,0
T00993,U0815,86.41,ATM,2025-02-11 08:00:00,Urban,0
T00994,U0921,2.93,POS,2025-02-11 09:00:00,Suburban,0
T00995,U0450,27.12,ATM,2025-02-11 10:00:00,Urban,0
T00996,U0010,30.66,Online,2025-02-11 11:00:00,Urban,0
T00997,U0824,64.55,POS,2025-02-11 12:00:00,Urban,0
T00998,U0798,42.7,Mobile,2025-02-11 13:00:00,Urban,0
T00999,U0242,55.01,ATM,2025-02-11 14:00:00,Urban,0
T01000,U0251,75.04,Online,2025-02-11 15:00:00,Rural,0
T01001,U0877,99.1,Online,2025-02-11 16:00:00,Suburban,0
T01002,U0005,18.83,Online,2025-02-11 17:00:00,Urban,0
T01003,U0119,38.61,Online,2025-02-11 18:00:00,Urban,0
T01004,U0801,91.66,Online,2025-02-11 19:00:00,Rural,0
T01005,U0374,227.59,Online,2025-02-11 20:00:00,Urban,0
T01006,U0065,110.15,ATM,2025-02-11 21:00:00,Urban,0
T01007,U0146,23.22,Online,2025-02-11 22:00:00,Suburban,0
T01008,U0224,10.86,POS,2025-02-11 23:00:00,Urban,0
T01009,U0239,33.61,Online,2025-02-12 00:00:00,Urban,0
T01010,U0177,67.67,Online,2025-02-12 01:00:00,Rural,0
T01011,U0779,33.92,Online,2025-02-12 02:00:00,Suburban,0
T01012,U0853,33.0,Online,2025-02-12 03:00:00,Urban,0
T01013,U0282,91.08,POS,2025-02-12 04:00:00,Urban,0
T01014,U0063,22.42,ATM,2025-02-12 05:00:00,Urban,0
T01015,U0217,98.23,Online,2025-02-12 06:00:00,Suburban,0
T01016,U0854,26.11,Online,2025-02-12 07:00:00,Urban,0
T01017,U0827,19.89,Online,2025-02-12 08:00:00,Urban,0
T01018,U0795,30.26,ATM,2025-02-12 09:00:00,Rural,0
T01019,U0689,71.87,POS,2025-02-12 10:00:00,Urban,0
T01020,U0461,6.73,POS,2025-02-12 11:00:00,Urban,0
T01021,U0929,10.93,POS,2025-02-12 12:00:00,Urban,0
T01022,U0610,151.25,ATM,2025-02-12 13:00:00,Urban,0
T01023,U0105,9.65,Online,2025-02-12 14:00:00,Urban,0
T01024,U0099,41.93,Online,2025-02-12 15:00:00,Rural,0
T01025,U0511,43.29,Mobile,2025-02-12 16:00:00,Suburban,0
T01026,U0385,33.63,POS,2025-02-12 17:00:00,Urban,0
T01027,U0405,51.75,POS,2025-02-12 18:00:00,Urban,0
T01028,U0823,13.06,POS,2025-02-12 19:00:00,Urban,0
T01029,U0518,40.22,Online,2025-02-12 20:00:00,Urban,0
T01030,U0476,23.27,POS,2025-02-12 21:00:00,Urban,0
T01031,U0977,54.19,POS,2025-02-12 22:00:00,Rural,0
T01032,U0709,7.61,Online,2025-02-12 23:00:00,Urban,0
T01033,U0863,42.3,POS,2025-02-13 00:00:00,Urban,0
T01034,U0645,10.24,ATM,2025-02-13 01:00:00,Urban,0
T01035,U0870,16.33,Online,2025-02-13 02:00:00,Urban,0
T01036,U0771,12.34,Online,2025-02-13 03:00:00,Urban,0
T01037,U0437,10.1,Online,2025-02-13 04:00:00,Urban,0
T01038,U0023,87.35,POS,2025-02-13 05:00:00,Urban,0
T01039,U0997,16.82,Online,2025-02-13 06:00:00,Suburban,0
T01040,U0565,130.95,POS,2025-02-13 07:00:00,Urban,0
T01041,U0677,175.21,ATM,2025-02-13 08:00:00,Urban,0
T01042,U0714,42.35,Online,2025-02-13 09:00:00,Urban,0
T01043,U0458,7.72,Mobile,2025-02-13 10:00:00,Suburban,0
T01044,U0083,23.46,Mobile,2025-02-13 11:00:00,Urban,0
T01045,U0145,79.91,Online,2025-02-13 12:00:00,Urban,0
T01046,U0085,22.9,Online,2025-02-13 13:00:00,Urban,0
T01047,U0078,4.55,Mobile,2025-02-13 14:00:00,Suburban,0
T01048,U0457,40.69,Mobile,2025-02-13 15:00:00,Urban,0
T01049,U0878,93.26,Online,2025-02-13 16:00:00,Urban,0
T01050,U0001,79.46,Online,2025-02-13 17:00:00,Urban,0
T01051,U0051,9.63,Online,2025-02-13 18:00:00,Urban,0
T01052,U0685,55.85,Mobile,2025-02-13 19:00:00,Urban,0
T01053,U0717,12.46,Online,2025-02-13 20:00:00,Urban,0
T01054,U0772,12.31,POS,2025-02-13 21:00:00,Suburban,0
T01055,U0446,103.6,ATM,2025-02-13 22:00:00,Suburban,0
T01056,U0449,14.36,Online,2025-02-13 23:00:00,Urban,0
T01057,U0881,15.28,POS,2025-02-14 00:00:00,Urban,0
T01058,U0488,0.03,Online,2025-02-14 01:00:00,Urban,0
T01059,U0800,102.27,ATM,2025-02-14 02:00:00,Urban,0
T01060,U0034,78.65,Online,2025-02-14 03:00:00,Suburban,0
T01061,U0348,49.35,POS,2025-02-14 04:00:00,Rural,0
T01062,U0095,69.37,POS,2025-02-14 05:00:00,Urban,0
T01063,U0072,8.25,Online,2025-02-14 06:00:00,Urban,0
T01064,U0551,30.65,Online,2025-02-14 07:00:00,Urban,0
T01065,U0154,21.63,Online,2025-02-14 08:00:00,Suburban,0
T01066,U0250,4.92,Online,2025-02-14 09:00:00,Suburban,0
T01067,U0674,33.29,ATM,2025-02-14 10:00:00,Suburban,0
T01068,U0438,126.75,ATM,2025-02-14 11:00:00,Suburban,0
T01069,U0118,2.04,Online,2025-02-14 12:00:00,Urban,0
T01070,U0771,17.23,POS,2025-02-14 13:00:00,Suburban,0
T01071,U0891,11.63,POS,2025-02-14 14:00:00,Suburban,0
T01072,U0306,13.6,ATM,2025-02-14 15:00:00,Urban,0
T01073,U0268,119.54,Online,2025-02-14 16:00:00,Urban,0
T01074,U0961,31.56,Online,2025-02-14 17:00:00,Suburban,0
T01075,U0054,31.4,Online,2025-02-14 18:00:00,Urban,0
T01076,U0236,71.48,POS,2025-02-14 19:00:00,Suburban,0
T01077,U0389,8.39,Online,2025-02-14 20:00:00,Suburban,0
T01078,U0990,33.4,Online,2025-02-14 21:00:00,Suburban,0
T01079,U0734,28.1,Online,2025-02-14 22:00:00,Suburban,0
T01080,U0763,45.43,POS,2025-02-14 23:00:00,Urban,0
T01081,U0825,386.18,Online,2025-02-15 00:00:00,Suburban,0
T01082,U0401,73.36,Online,2025-02-15 01:00:00,Urban,0
T01083,U0624,25.36,Online,2025-02-15 02:00:00,Urban,0
T01084,U0767,87.88,Online,2025-02-15 03:00:00,Urban,0
T01085,U0303,9.36,POS,2025-02-15 04:00:00,Urban,0
T01086,U0919,1.55,Online,2025-02-15 05:00:00,Urban,0
T01087,U0207,11.44,Online,2025-02-15 06:00:00,Rural,0
T01088,U0229,20.81,POS,2025-02-15 07:00:00,Urban,0
T01089,U0853,35.73,Online,2025-02-15 08:00:00,Urban,0
T01090,U0910,47.74,Online,2025-02-15 09:00:00,Urban,0
T01091,U0578,120.73,ATM,2025-02-15 10:00:00,Urban,0
T01092,U0075,35.65,Online,2025-02-15 11:00:00,Suburban,0
T01093,U0435,34.79,Online,2025-02-15 12:00:00,Urban,0
T01094,U0103,2.58,Online,2025-02-15 13:00:00,Suburban,0
T01095,U0422,1.78,Online,2025-02-15 14:00:00,Suburban,0
T01096,U0704,40.05,POS,2025-02-15 15:00:00,Urban,0
T01097,U0764,28.83,POS,2025-02-15 16:00:00,Suburban,0
T01098,U0738,91.37,POS,2025-02-15 17:00:00,Urban,0
T01099,U0806,8.76,Online,2025-02-15 18:00:00,Urban,1
T01100,U0306,1.26,Online,2025-02-15 19:00:00,Suburban,0
T01101,U0098,29.8,ATM,2025-02-15 20:00:00,Suburban,0
T01102,U0850,13.56,Mobile,2025-02-15 21:00:00,Urban,0
T01103,U0798,12.7,Online,2025-02-15 22:00:00,Urban,1
T01104,U0335,64.48,Online,2025-02-15 23:00:00,Urban,0
T01105,U0859,5.92,Online,2025-02-16 00:00:00,Urban,0
T01106,U0435,46.87,Online,2025-02-16 01:00:00,Rural,0
T01107,U0447,16.5,Online,2025-02-16 02:00:00,Urban,0
T01108,U0994,9.53,Online,2025-02-16 03:00:00,Urban,0
T01109,U0308,23.88,POS,2025-02-16 04:00:00,Suburban,0
T01110,U0249,80.83,POS,2025-02-16 05:00:00,Urban,0
T01111,U0166,24.89,Online,2025-02-16 06:00:00,Urban,0
T01112,U0481,69.47,Online,2025-02-16 07:00:00,Rural,0
T01113,U0984,6.7,ATM,2025-02-16 08:00:00,Suburban,0
T01114,U0335,74.09,Online,2025-02-16 09:00:00,Suburban,0
T01115,U0542,13.52,POS,2025-02-16 10:00:00,Urban,0
T01116,U0759,56.57,Online,2025-02-16 11:00:00,Suburban,0
T01117,U0106,41.71,POS,2025-02-16 12:00:00,Urban,0
T01118,U0563,132.36,Online,2025-02-16 13:00:00,Urban,0
T01119,U0081,24.5,Online,2025-02-16 14:00:00,Rural,0
T01120,U0133,3.42,Online,2025-02-16 15:00:00,Urban,0
T01121,U0797,0.97,Online,2025-02-16 16:00:00,Suburban,0
T01122,U0900,87.68,Online,2025-02-16 17:00:00,Urban,0
T01123,U0138,37.19,POS,2025-02-16 18:00:00,Urban,0
T01124,U0184,74.64,Online,2025-02-16 19:00:00,Suburban,0
T01125,U0401,13.36,Online,2025-02-16 20:00:00,Urban,0
T01126,U0330,21.16,POS,2025-02-16 21:00:00,Suburban,0
T01127,U0785,1.53,POS,2025-02-16 22:00:00,Urban,0
T01128,U0508,162.84,Mobile,2025-02-16 23:00:00,Rural,0
T01129,U0852,55.11,POS,2025-02-17 00:00:00,Urban,0
T01130,U0984,135.31,Online,2025-02-17 01:00:00,Urban,0
T01131,U0069,15.43,POS,2025-02-17 02:00:00,Urban,0
T01132,U0546,47.27,Mobile,2025-02-17 03:00:00,Rural,0
T01133,U0774,56.74,ATM,2025-02-17 04:00:00,Suburban,0
T01134,U0053,19.1,Online,2025-02-17 05:00:00,Suburban,0
T01135,U0450,94.23,Online,2025-02-17 06:00:00,Urban,0
T01136,U0205,147.03,Online,2025-02-17 07:00:00,Urban,0
T01137,U0126,108.08,POS,2025-02-17 08:00:00,Urban,0
T01138,U0747,67.17,POS,2025-02-17 09:00:00,Urban,0
T01139,U0043,16.25,POS,2025-02-17 10:00:00,Urban,0
T01140,U0752,16.54,Online,2025-02-17 11:00:00,Rural,0
T01141,U0971,165.33,POS,2025-02-17 12:00:00,Suburban,0
T01142,U0883,0.52,ATM,2025-02-17 13:00:00,Urban,0
T01143,U0111,62.95,Online,2025-02-17 14:00:00,Urban,0
T01144,U0761,61.25,POS,2025-02-17 15:00:00,Suburban,0
T01145,U0663,48.73,Online,2025-02-17 16:00:00,Urban,0
T01146,U0183,230.81,ATM,2025-02-17 17:00:00,Urban,0
T01147,U0848,18.69,ATM,2025-02-17 18:00:00,Urban,0
T01148,U0095,20.77,POS,2025-02-17 19:00:00,Urban,0
T01149,U0971,4.11,POS,2025-02-17 20:00:00,Suburban,0
T01150,U0374,29.24,ATM,2025-02-17 21:00:00,Urban,0
T01151,U0912,15.13,Online,2025-02-17 22:00:00,Urban,0
T01152,U0520,21.03,Online,2025-02-17 23:00:00,Urban,0
T01153,U0900,89.96,POS,2025-02-18 00:00:00,Suburban,0
T01154,U0360,685.1999999999999,Online,2025-02-18 01:00:00,Urban,1
T01155,U0900,10.27,Online,2025-02-18 02:00:00,Urban,0
T01156,U0696,23.3,ATM,2025-02-18 03:00:00,Rural,0
T01157,U0281,131.99,POS,2025-02-18 04:00:00,Rural,0
T01158,U0195,3.19,Online,2025-02-18 05:00:00,Rural,0
T01159,U0864,4.85,Online,2025-02-18 06:00:00,Suburban,0
T01160,U0195,8.88,Online,2025-02-18 07:00:00,Urban,0
T01161,U0667,45.22,Online,2025-02-18 08:00:00,Urban,0
T01162,U0093,8.15,Online,2025-02-18 09:00:00,Urban,0
T01163,U0672,172.22,POS,2025-02-18 10:00:00,Urban,0
T01164,U0946,29.59,Online,2025-02-18 11:00:00,Rural,0
T01165,U0061,34.81,Online,2025-02-18 12:00:00,Suburban,0
T01166,U0634,14.16,Online,2025-02-18 13:00:00,Suburban,0
T01167,U0051,31.83,Mobile,2025-02-18 14:00:00,Urban,0
T01168,U0403,54.22,Online,2025-02-18 15:00:00,Rural,0
T01169,U0789,69.55,Online,2025-02-18 16:00:00,Suburban,0
T01170,U0005,70.09,Online,2025-02-18 17:00:00,Urban,0
T01171,U0466,43.12,POS,2025-02-18 18:00:00,Suburban,0
T01172,U0604,117.36,POS,2025-02-18 19:00:00,Urban,0
T01173,U0682,85.03,Online,2025-02-18 20:00:00,Urban,0
T01174,U0829,70.74,Online,2025-02-18 21:00:00,Suburban,0
T01175,U0534,14.299999999999999,Online,2025-02-18 22:00:00,Suburban,1
T01176,U0405,0.35,POS,2025-02-18 23:00:00,Urban,0
T01177,U0838,11.94,POS,2025-02-19 00:00:00,Urban,0
T01178,U0513,54.46,Online,2025-02-19 01:00:00,Rural,0
T01179,U0645,26.48,Online,2025-02-19 02:00:00,Suburban,0
T01180,U0233,25.74,Online,2025-02-19 03:00:00,Suburban,0
T01181,U0524,107.96,Online,2025-02-19 04:00:00,Urban,0
T01182,U0346,112.96,POS,2025-02-19 05:00:00,Urban,0
T01183,U0046,119.94,Online,2025-02-19 06:00:00,Urban,0
T01184,U0546,18.83,Online,2025-02-19 07:00:00,Urban,0
T01185,U0945,58.73,Online,2025-02-19 08:00:00,Urban,0
T01186,U0078,15.85,Mobile,2025-02-19 09:00:00,Urban,0
T01187,U0730,10.57,ATM,2025-02-19 10:00:00,Urban,0
T01188,U0813,10.21,Online,2025-02-19 11:00:00,Urban,0
T01189,U0923,20.94,Online,2025-02-19 12:00:00,Suburban,0
T01190,U0073,28.1,Online,2025-02-19 13:00:00,Urban,0
T01191,U0794,88.88,Online,2025-02-19 14:00:00,Urban,0
T01192,U0249,6.39,Online,2025-02-19 15:00:00,Urban,0
T01193,U0047,66.39,POS,2025-02-19 16:00:00,Urban,0
T01194,U0121,37.91,POS,2025-02-19 17:00:00,Urban,0
T01195,U0214,16.98,ATM,2025-02-19 18:00:00,Rural,0
T01196,U0239,33.94,Online,2025-02-19 19:00:00,Suburban,0
T01197,U0056,17.83,ATM,2025-02-19 20:00:00,Urban,0
T01198,U0350,45.33,POS,2025-02-19 21:00:00,Urban,0
T01199,U0107,28.44,Online,2025-02-19 22:00:00,Urban,0
T01200,U0831,8.98,Online,2025-02-19 23:00:00,Suburban,0
T01201,U0048,6.2,Online,2025-02-20 00:00:00,Urban,0
T01202,U0573,39.56,Online,2025-02-20 01:00:00,Urban,0
T01203,U0337,116.35,Online,2025-02-20 02:00:00,Suburban,0
T01204,U0026,21.08,POS,2025-02-20 03:00:00,Suburban,0
T01205,U0804,66.03,Online,2025-02-20 04:00:00,Suburban,0
T01206,U0257,53.74,Mobile,2025-02-20 05:00:00,Suburban,0
T01207,U0008,134.09,Online,2025-02-20 06:00:00,Rural,0
T01208,U0625,86.01,Mobile,2025-02-20 07:00:00,Urban,0
T01209,U0867,41.81,Online,2025-02-20 08:00:00,Urban,0
T01210,U0253,53.51,POS,2025-02-20 09:00:00,Suburban,0
T01211,U0692,114.33,Online,2025-02-20 10:00:00,Suburban,0
T01212,U0719,25.5,Online,2025-02-20 11:00:00,Rural,0
T01213,U0303,19.79,ATM,2025-02-20 12:00:00,Urban,0
T01214,U0639,0.54,Online,2025-02-20 13:00:00,Urban,0
T01215,U0056,87.59,POS,2025-02-20 14:00:00,Urban,0
T01216,U0726,80.72,POS,2025-02-20 15:00:00,Urban,0
T01217,U0526,5.52,Online,2025-02-20 16:00:00,Urban,0
T01218,U0474,43.0,Online,2025-02-20 17:00:00,Suburban,0
T01219,U0028,31.18,POS,2025-02-20 18:00:00,Urban,0
T01220,U0983,6.32,Online,2025-02-20 19:00:00,Suburban,1
T01221,U0078,197.04,POS,2025-02-20 20:00:00,Suburban,0
T01222,U0216,12.08,ATM,2025-02-20 21:00:00,Urban,0
T01223,U0386,3.48,Online,2025-02-20 22:00:00,Urban,0
T01224,U0365,45.17,Online,2025-02-20 23:00:00,Suburban,0
T01225,U0666,67.14,POS,2025-02-21 00:00:00,Suburban,0
T01226,U0526,1.65,Online,2025-02-21 01:00:00,Suburban,0
T01227,U0699,53.75,Online,2025-02-21 02:00:00,Suburban,0
T01228,U0312,38.0,Online,2025-02-21 03:00:00,Rural,0
T01229,U0883,5.45,POS,2025-02-21 04:00:00,Urban,0
T01230,U0007,9.47,Online,2025-02-21 05:00:00,Rural,0
T01231,U0003,41.96,Online,2025-02-21 06:00:00,Suburban,0
T01232,U0623,17.57,POS,2025-02-21 07:00:00,Suburban,0
T01233,U0919,139.29,Online,2025-02-21 08:00:00,Urban,0
T01234,U0750,85.39,Online,2025-02-21 09:00:00,Rural,0
T01235,U0363,205.42,Mobile,2025-02-21 10:00:00,Urban,0
T01236,U0751,15.03,POS,2025-02-21 11:00:00,Suburban,0
T01237,U0508,174.87,ATM,2025-02-21 12:00:00,Urban,0
T01238,U0274,141.05,Online,2025-02-21 13:00:00,Urban,1
T01239,U0506,21.35,POS,2025-02-21 14:00:00,Urban,0
T01240,U0806,2.58,Online,2025-02-21 15:00:00,Urban,0
T01241,U0739,2.71,Online,2025-02-21 16:00:00,Urban,0
T01242,U0883,58.88,Online,2025-02-21 17:00:00,Suburban,0
T01243,U0015,30.62,Online,2025-02-21 18:00:00,Urban,0
T01244,U0192,12.84,ATM,2025-02-21 19:00:00,Urban,0
T01245,U0985,47.59,Online,2025-02-21 20:00:00,Urban,0
T01246,U0631,14.58,POS,2025-02-21 21:00:00,Urban,0
T01247,U0485,43.09,POS,2025-02-21 22:00:00,Urban,0
T01248,U0028,22.25,POS,2025-02-21 23:00:00,Urban,0
T01249,U0714,86.74,Online,2025-02-22 00:00:00,Urban,0
T01250,U0039,85.93,POS,2025-02-22 01:00:00,Suburban,0
T01251,U0953,32.44,Online,2025-02-22 02:00:00,Urban,0
T01252,U0273,21.6,Online,2025-02-22 03:00:00,Urban,0
T01253,U0231,22.51,Mobile,2025-02-22 04:00:00,Urban,0
T01254,U0086,81.92,Online,2025-02-22 05:00:00,Rural,0
T01255,U0474,19.89,Online,2025-02-22 06:00:00,Urban,0
T01256,U0126,11.73,ATM,2025-02-22 07:00:00,Urban,0
T01257,U0812,4.42,Online,2025-02-22 08:00:00,Urban,0
T01258,U0537,31.43,POS,2025-02-22 09:00:00,Urban,0
T01259,U0145,32.9,Online,2025-02-22 10:00:00,Urban,0
T01260,U0525,91.91,Online,2025-02-22 11:00:00,Urban,0
T01261,U0212,12.5,Online,2025-02-22 12:00:00,Urban,0
T01262,U0025,23.98,Online,2025-02-22 13:00:00,Urban,0
T01263,U0580,82.62,Online,2025-02-22 14:00:00,Urban,0
T01264,U0394,86.76,POS,2025-02-22 15:00:00,Suburban,0
T01265,U0067,24.28,POS,2025-02-22 16:00:00,Rural,0
T01266,U0233,30.73,Mobile,2025-02-22 17:00:00,Urban,0
T01267,U0109,18.07,Online,2025-02-22 18:00:00,Suburban,0
T01268,U0146,134.82,POS,2025-02-22 19:00:00,Rural,0
T01269,U0111,6.31,POS,2025-02-22 20:00:00,Suburban,0
T01270,U0228,135.72,Mobile,2025-02-22 21:00:00,Urban,0
T01271,U0111,57.58,Online,2025-02-22 22:00:00,Suburban,0
T01272,U0470,37.92,POS,2025-02-22 23:00:00,Urban,0
T01273,U0034,1.66,ATM,2025-02-23 00:00:00,Urban,0
T01274,U0623,32.27,Online,2025-02-23 01:00:00,Urban,0
T01275,U0776,26.19,ATM,2025-02-23 02:00:00,Urban,0
T01276,U0936,8.79,Online,2025-02-23 03:00:00,Urban,0
T01277,U0369,53.42,POS,2025-02-23 04:00:00,Urban,0
T01278,U0748,177.28,Mobile,2025-02-23 05:00:00,Suburban,0
T01279,U0595,41.3,POS,2025-02-23 06:00:00,Urban,0
T01280,U0554,313.6,Online,2025-02-23 07:00:00,Urban,1
T01281,U0425,3.55,Online,2025-02-23 08:00:00,Urban,0
T01282,U0613,27.04,Mobile,2025-02-23 09:00:00,Urban,0
T01283,U0518,6.19,Online,2025-02-23 10:00:00,Urban,0
T01284,U0692,47.44,Online,2025-02-23 11:00:00,Rural,0
T01285,U0282,139.42,POS,2025-02-23 12:00:00,Urban,0
T01286,U0320,54.2,Online,2025-02-23 13:00:00,Urban,0
T01287,U0738,4.0,Online,2025-02-23 14:00:00,Suburban,0
T01288,U0443,21.9,Online,2025-02-23 15:00:00,Urban,0
T01289,U0952,40.0,Online,2025-02-23 16:00:00,Suburban,0
T01290,U0315,25.81,POS,2025-02-23 17:00:00,Urban,0
T01291,U0877,89.68,POS,2025-02-23 18:00:00,Urban,0
T01292,U0966,84.28,POS,2025-02-23 19:00:00,Urban,0
T01293,U0741,47.32,ATM,2025-02-23 20:00:00,Urban,0
T01294,U0377,23.38,ATM,2025-02-23 21:00:00,Urban,0
T01295,U0289,14.74,POS,2025-02-23 22:00:00,Suburban,0
T01296,U0437,5.6,Online,2025-02-23 23:00:00,Suburban,0
T01297,U0662,21.92,POS,2025-02-24 00:00:00,Suburban,0
T01298,U0277,26.65,Online,2025-02-24 01:00:00,Suburban,0
T01299,U0710,56.32,POS,2025-02-24 02:00:00,Urban,0
T01300,U0582,53.67,POS,2025-02-24 03:00:00,Suburban,0
T01301,U0503,3.63,Online,2025-02-24 04:00:00,Urban,0
T01302,U0624,25.15,Mobile,2025-02-24 05:00:00,Suburban,0
T01303,U0516,10.03,Online,2025-02-24 06:00:00,Urban,0
T01304,U0350,8.53,POS,2025-02-24 07:00:00,Suburban,0
T01305,U0843,87.81,Online,2025-02-24 08:00:00,Suburban,0
T01306,U0446,2.14,Mobile,2025-02-24 09:00:00,Urban,0
T01307,U0830,27.17,Online,2025-02-24 10:00:00,Urban,0
T01308,U0350,9.21,Online,2025-02-24 11:00:00,Urban,0
T01309,U0607,528.65,Online,2025-02-24 12:00:00,Urban,1
T01310,U0664,40.71,Online,2025-02-24 13:00:00,Suburban,0
T01311,U0823,13.16,Online,2025-02-24 14:00:00,Rural,0
T01312,U0137,34.9,POS,2025-02-24 15:00:00,Urban,0
